50	-20	1854	-197482
50	-10	78053	-151271
50	0	142516	-128644
40	-20	-5323	-137929
40	-10	61553	-93523
40	0	119757	-66526
40	10	178879	-52823
30	-10	31461	-40176
30	0	82830	-6047
30	10	133266	18871
30	20	190078	32132
20	-20	-61527	-45440
20	-10	-8442	6844
20	0	34584	50438
20	10	72923	88715
20	20	109172	123143
10	-20	-103682	-12584
10	-10	-56459	46947
10	0	-21395	98495
10	10	3011	148945
10	20	16498	203291
0	-20	-154435	8769
0	-10	-109258	75674
0	10	-67804	192705
0	20	-69564	258531
-10	-20	-211848	16714
-10	-10	-167484	93132
-10	0	-143593	156886
-10	10	-136410	219885
-10	20	-145712	286571
-20	-20	-291614	-3344
-20	-10	-230623	94986
-20	0	-207164	165378
-20	10	-201473	230219
-20	20	-212166	294397
-30	-10	-306290	75406
-30	0	-274192	156344
-30	10	-265246	223099
-30	20	-274646	285615
50	-20	1674	-197358
50	-10	78154	-150605
50	0	142364	-128879
40	-20	-4322	-136554
40	-10	61125	-93339
40	0	119254	-66295
40	10	179193	-52819
30	-20	-27997	-87558
30	-10	30477	-40241
30	0	82999	-6114
30	10	134069	17673
30	20	190402	30956
20	-20	-60887	-45054
20	-10	-8550	6962
20	0	35613	49568
20	10	73617	87584
20	20	110233	122123
10	-20	-103210	-12394
10	-10	-56033	46732
10	0	-21244	98171
10	10	3454	148586
10	20	17910	203317
0	-20	-153368	9457
0	-10	-109342	76286
0	0	-81976	135063
0	10	-67659	193437
0	20	-69116	258232
-10	-20	-211147	17485
-10	-10	-167425	92988
-10	0	-143674	157464
-10	10	-136302	220132
-10	20	-145458	287096
-20	-20	-290930	-1805
-20	-10	-231162	94510
-20	0	-206824	165491
-20	10	-200897	230126
-20	20	-211606	294827
-30	-10	-306488	75371
-30	0	-274252	156660
-30	10	-265511	223572
-30	20	-274189	287110
